data_assists,data_avg_kal,data_deaths,data_denies,data_games_dire,data_games_radiant,data_gold_spent,data_gpm,data_hero_damage,data_hero_healing,data_kda,data_kills,data_last_hits,data_level,data_losses,data_nickname,data_steam_id,data_total,data_tower_damage,data_winrate,data_wins,data_xpm
10.23425926,3.783581176,5.021296296,10.99074074,578,502,15464.42029,463.4657407,16776.6913,425.426087,3.271805274,6.194444444,197.7824074,18.76666667,498,Inflame,111189717,1080,1506.553623,0.538888889,582,492.8472222
11.85542169,3.642990927,5.121408712,5.599629286,511,568,10225.97619,350.1705283,8423.444444,1207.442857,3.117444806,4.110287303,103.2798888,16.36978684,449,ninjaboogie,91443418,1079,553.3174603,0.583873957,630,385.6858202
9.826530612,3.859476158,4.738404453,5.056586271,499,579,15159.52982,406.4619666,14021.29817,201.0229358,3.179522318,5.239332096,159.0899814,17.00927644,485,bOne7,88719902,1078,2057.330275,0.550092764,593,429.9072356
9.265306122,5.457949752,3.504638219,13.58070501,618,460,19940.99688,590.6920223,18709.01558,134.9423676,4.712811011,7.251391466,296.419295,20.6716141,416,Ame,177416702,1078,4069.439252,0.614100186,662,583.6391466
12.17625232,3.476460736,5.197588126,3.19109462,578,500,10551.05228,299.4146568,8683.242627,1329.613941,3.105836159,3.966604824,67.84601113,15.67254174,443,Lil,106809101,1078,543.5335121,0.589053803,635,343.5686456
8.739981361,4.822966386,3.875116496,8.78751165,528,545,16481.93314,475.8098788,12972.30523,436.6976744,3.837181337,6.129543336,213.334576,18.0111836,481,Jeyo,87360406,1073,2674.56686,0.551724138,592,487.0708295
11.75164011,3.283505663,5.711340206,7.369259606,494,573,13227.06897,415.2539831,12432.52694,606.0646552,2.843616672,4.489222118,161.7628866,18.28022493,437,old eLeVeN,134276083,1067,1067.217672,0.590440487,630,464.2830366
11.08169014,4.346741933,4.183098592,7.851643192,491,574,13366.40501,416.5859155,10520.04096,685.9954494,3.60359147,3.992488263,175.9793427,18.04413146,439,kpii,87012746,1065,845.8850967,0.587793427,626,450.8779343
10.62218045,3.814208932,4.640977444,4.385338346,524,540,12955.54005,390.625,10540.50485,687.2803398,3.18691778,4.168233083,139.7518797,17.25281955,512,AfterLife,86785083,1064,984.2269417,0.518796993,552,432.2650376
9.85754717,3.476931974,4.233018868,2.725471698,476,584,8558.232323,261.8,4851.873737,1341.84596,3.063071094,3.108490566,50.56886792,13.39528302,402,MMY!,89407113,1060,319.6111111,0.620754717,658,277.6113208
10.61800948,4.396507944,4.199052133,7.648341232,570,485,15297.50566,452.5052133,11467.27715,711.7669683,3.806320542,5.36492891,182.7563981,18.32796209,380,9pasha,92423451,1055,1550.656109,0.639810427,675,485.2890995
10.20857143,3.023028105,5.240952381,2.371428571,528,522,9668.692308,295.2961905,7639.786325,1208.244444,2.549336725,3.152380952,73.82285714,14.79619048,463,1437,87196890,1050,680.0307692,0.559047619,587,330.3114286
9.969289827,5.276825426,3.787907869,15.25431862,439,603,18861.56527,527.549904,16581.18378,359.8060837,4.508994173,7.110364683,255.9577735,19.64779271,456,Agressif,130416036,1042,3124.949303,0.562380038,586,535.2840691
10.4803074,3.204974856,4.904899135,2.1623439,562,479,8586.325215,268.2603266,6709.47851,2154.077364,2.764786526,3.080691643,52.81075889,13.94716619,500,super,103039499,1041,541.2464183,0.519692603,541,291.8049952
12.32432432,3.250728818,5.465250965,2.538610039,499,537,9509.632266,289.8378378,8576.510083,994.7319098,2.868597669,3.353281853,61.27606178,15.45559846,417,JerAx,26771994,1036,303.088968,0.597490348,619,338.7972973
9.335914811,4.592073069,3.996127783,11.5624395,481,552,16301.53968,444.3252662,13266.75556,212.7492063,3.789001938,5.805421104,186.9622459,17.59922556,479,SingSing,19757254,1033,2212.434921,0.536302033,554,472.5759923
9.685131195,4.16180083,3.835762877,7.514091351,513,516,14994.53376,431.7453839,8761.286174,280.1768489,3.7114264,4.551020408,162.6666667,16.69193392,391,AdmiralBulldog,76482434,1029,1666.623794,0.620019436,638,439.9397473
9.681640625,5.121939466,4.107421875,13.81542969,457,567,19528.04743,578.0898438,19235.02725,254.3723512,4.30979553,8.020507813,273.4228516,20.40917969,449,Paparazi,137193239,1024,3210.989909,0.561523438,575,566.890625
9.608094768,4.939910521,4.11846002,10.22803554,510,503,17726.27497,525.035538,16899.55699,772.2749706,4.111936721,7.326752221,242.0335637,19.54491609,393,MATUMBAMAN,72312627,1013,3602.3302,0.612043435,620,531.6722606
10.79228487,3.246766425,5.161226508,2.825914936,461,550,9703.26005,312.3818002,8150.729899,1377.329146,2.75488693,3.426310584,79.64589515,15.52917903,472,Zfreek,50828662,1011,628.3731156,0.533135509,539,343.305638
10.3640873,4.179549171,3.908730159,2.471230159,521,487,9466.788009,278.2490079,5800.321199,986.5995717,3.440101523,3.08234127,65.42559524,13.9593254,397,ChuaN,88553213,1008,314.6959315,0.606150794,611,302.1488095
10.07192807,3.282164116,5.210789211,4.68031968,543,458,12394.65206,335.4755245,11099.77577,582.0953608,2.65107362,3.742257742,110.1228771,15.39460539,480,7ckngMad,88271237,1001,1294.412371,0.520479521,521,369.7492507
11.96777442,3.01262194,5.791540785,3.349446123,548,445,10156.84549,289.8298087,8445.639485,1684.206009,2.642496957,3.336354481,63.75427996,15.56696878,491,SoNNeikO,117421467,993,415.7854077,0.505538771,502,335.8721047
9.049395161,4.946679191,3.696572581,13.38810484,499,493,17270.16304,471.0514113,11880.02174,208.8559783,4.143441505,6.267137097,192.0866935,17.71370968,392,Mu,89157606,992,1948.883152,0.60483871,600,487.1854839
11.76643074,4.078018206,4.749241658,3.974721941,418,571,12675.4973,409.0020222,10697.80649,793.6897297,3.324675325,4.023255814,150.0475228,17.61274014,427,Yang,139937922,989,773.4021622,0.568250758,562,450.2649141
9.366598778,4.07061107,5.430753564,9.860488798,457,525,16972.1393,541.1160896,16897.36153,278.8789386,3.197449841,7.99796334,218.1211813,18.76578411,455,QO,93119769,982,2565.66335,0.536659878,527,542.9164969
8.735112936,5.628647357,3.255646817,11.27104723,446,528,17943.29515,543.2279261,14044.45013,235.06469,4.895931883,7.204312115,243.5359343,18.85420945,430,END,139280377,974,3403.024259,0.558521561,544,532.6047228
9.184994861,4.739888763,3.452209661,9.61356629,486,487,12870.88235,402.0524152,12595.62353,397.2352941,4.239952367,5.452209661,142.7872559,17.04419322,458,H4nn1,21265941,973,636.6,0.529290853,515,452.012333
8.053497942,4.24261901,3.904320988,9.54526749,473,499,16973.54651,508.8559671,14181.07558,582.8604651,3.643478261,6.1718107,220.4773663,18.35699588,431,mason,315657960,972,2613.707364,0.556584362,541,533.4927984
11.6552795,2.983032319,5.642857143,3.223602484,380,586,9340.318725,279.1407867,6941.318725,2031.926959,2.625940194,3.16252588,56.56728778,15.1884058,458,Handsken,18180970,966,476.7211155,0.525879917,508,321.6469979
10.49378882,3.578477739,5.281573499,7.640786749,445,521,12614.00931,416.1987578,9602.111702,1020.037234,2.79753038,4.281573499,170.6501035,17.75672878,447,melonzz,49317728,966,1042.974734,0.537267081,519,453.3478261
11.34679089,3.045046466,5.290890269,2.301242236,525,441,9080.252525,282.1635611,8496.552189,1002.648148,2.798082567,3.457556936,57.33126294,14.2826087,470,demons,131043881,966,393.2996633,0.513457557,496,306.5610766
10.23277662,3.201328691,5.10125261,2.689979123,517,441,9295.575758,294.7390397,6714.854545,815.6242424,2.757110702,3.831941545,67.88204593,14.14822547,433,Fogged,5448108,958,273.9151515,0.548016702,525,335.0532359
8.169831224,4.184306686,4.417721519,9.45464135,519,429,17797.47717,532.4767932,15966.00228,331.2305936,3.525549188,7.405063291,248,19.26793249,466,Meracle?L,91369376,948,3096.705479,0.508438819,482,537.6424051
